, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
3525,42666,66336744,6,5,11595,359,5792,0,1932.5,2989.558881,347,0,71.8,153.870725,180.2017898,0.16582062,6633674.4,20900000.0,66200000,4,66300000,13300000.0,29600000.0,66200000,189,66200000,16500000.0,33100000.0,66200000,4,0,0,0,0,200,144,0.090447611,0.075373009,0,5792,996.1666667,2242.299016,5027904.879,0,0,0,0,1,0,0,0,0,1086.727273,1932.5,71.8,200,0,0,0,0,0,0,6,11595,5,359,235,229,3,32,9947.0,0.0,9947,9947,66200000.0,0.0,66200000,66200000,1
3526,443,217271,7,3,376,3508,201,0,53.71428571,78.68653906,3502,0,1169.333333,2020.150819,17876.29274,46.0254705,24141.22222,41119.62848,98471,38,217271,36211.83333,48368.28908,98562,513,104372,52186.0,68051.95662,100306,4066,0,0,0,0,152,72,32.21782935,13.80764115,0,3502,353.0909091,1046.421565,1094998.091,0,0,0,1,0,0,0,0,0,388.4,53.71428571,1169.333333,152,0,0,0,0,0,0,7,376,3,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3527,52828,58,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,310344.8276,51724.13793,29.0,24.04163056,46,12,0,0.0,0.0,0,0,46,46.0,0.0,46,46,0,0,0,0,20,40,17241.37931,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3528,53,30353,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,3821.69802,65.89134517,30353.0,0.0,30353,30353,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.94567259,32.94567259,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,20,0,0,0,0,0,0,1,44,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3529,80,98640805,5,7,344,11595,332,0,68.8,147.1638543,4355,0,1656.428571,2121.983652,121.0351031,0.121653508,8967345.909,29700000.0,98600000,17,98600000,24700000.0,49300000.0,98600000,215,98600000,16400000.0,40300000.0,98600000,17,0,0,0,0,144,232,0.050688962,0.070964547,0,4355,918.8461538,1716.534583,2946490.974,1,0,0,0,0,0,0,0,1,995.4166667,68.8,1656.428571,144,0,0,0,0,0,0,5,344,7,11595,0,235,2,20,13978.0,0.0,13978,13978,98600000.0,0.0,98600000,98600000,0
3530,55488,412,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,29126.21359,4854.368932,412.0,0.0,412,412,412,412.0,0.0,412,412,0,0.0,0.0,0,0,0,0,0,0,40,0,4854.368932,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,371,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3531,0,119995079,161,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.341721688,749969.2438,1887697.114,10900000,1,120000000,749969.2438,1887697.114,10900000,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1.341721688,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,161,0,0,0,-1,-1,0,0,6527363.375,5476335.013,16100000,1087350,7659623.375,2408365.569,10900000,5149200,1
3532,51712,78,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,628205.1282,51282.05128,26.0,41.61730409,74,0,4,2.0,2.828427125,4,0,0,0.0,0.0,0,0,0,0,0,0,60,20,38461.53846,12820.51282,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1013,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3533,53,142,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1126760.563,28169.01408,47.33333333,75.92320682,135,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,80,80,14084.50704,14084.50704,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,80,0,0,0,0,0,0,2,64,2,96,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,1
3534,53,60324,1,1,45,101,45,45,45.0,0.0,101,101,101.0,0.0,2420.263908,33.15430011,60324.0,0.0,60324,60324,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.57715006,16.57715006,45,101,63.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,95.5,45.0,101.0,20,0,0,0,0,0,0,1,45,1,101,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3535,80,97585666,4,6,375,11595,369,0,93.75,183.5217971,5792,0,1932.5,2181.008184,122.6614573,0.102474066,10800000.0,32500000.0,97400000,5,97500000,32500000.0,56300000.0,97400000,5,143443,28688.6,59118.88692,134222,46,0,0,0,0,124,200,0.040989626,0.06148444,0,5792,1088.727273,1824.526135,3328895.618,1,0,0,0,0,0,0,0,1,1197.6,93.75,1932.5,124,0,0,0,0,0,0,4,375,6,11595,0,235,1,20,0.0,0.0,0,0,97400000.0,0.0,97400000,97400000,0
3536,80,11350288,5,4,445,3525,445,0,89.0,199.01005,3525,0,881.25,1762.5,349.7708604,0.792931422,1418786.0,2649780.771,6344456,4,6350203,1587550.75,3174592.853,6349440,4,11400000,3783416.0,3343613.893,6344456,785,0,0,0,0,168,136,0.440517456,0.352413965,0,3525,397.0,1107.928999,1227506.667,0,0,0,1,0,0,0,0,0,441.1111111,89.0,881.25,168,0,0,0,0,0,0,5,445,4,3525,29200,235,1,32,825.0,0.0,825,825,6344456.0,0.0,6344456,6344456,0
3537,80,84139101,8,6,313,11595,307,0,39.125,108.2582066,5792,0,1932.5,2181.008184,141.5275402,0.166391129,6472238.538,23300000.0,84000000,1,84000000,12000000.0,31700000.0,84000000,1,150324,30064.8,60061.65339,137041,45,0,0,0,0,252,200,0.095080645,0.071310484,0,5792,793.8666667,1621.997044,2630874.41,0,0,0,0,1,0,0,0,0,850.5714286,39.125,1932.5,252,0,0,0,0,0,0,8,313,6,11595,274,235,2,20,1991.0,0.0,1991,1991,84000000.0,0.0,84000000,84000000,0
3538,54891,234,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,1222222.222,12820.51282,117.0,39.59797975,145,89,234,234.0,0.0,234,234,0,0.0,0.0,0,0,1,0,0,0,40,20,8547.008547,4273.504274,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3539,53,93122,2,2,78,250,39,39,39.0,0.0,125,125,125.0,0.0,3522.26112,42.9544039,31040.66667,53718.98295,93070,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,21.47720195,21.47720195,39,125,73.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,91.75,39.0,125.0,64,0,0,0,0,0,0,2,78,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3540,53,50570,1,1,43,176,43,43,43.0,0.0,176,176,176.0,0.0,4330.630809,39.54913981,50570.0,0.0,50570,50570,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,19.7745699,19.7745699,43,176,87.33333333,76.7875858,5896.333333,0,0,0,0,0,0,0,0,1,131.0,43.0,176.0,32,0,0,0,0,0,0,1,43,1,176,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3541,80,83378189,7,5,371,11595,371,0,53.0,140.2248195,8688,0,2319.0,3633.79705,143.5147506,0.143922531,7579835.364,25100000.0,83200000,1,83200000,13900000.0,34000000.0,83200000,1,150510,37627.5,65449.47923,135241,108,0,0,0,0,232,168,0.08395481,0.059967721,0,8688,920.4615385,2394.962199,5735843.936,0,0,0,0,1,0,0,0,0,997.1666667,53.0,2319.0,232,0,0,0,0,0,0,7,371,5,11595,274,235,1,32,11.0,0.0,11,11,83200000.0,0.0,83200000,83200000,0
3542,53,60574,2,2,94,126,47,47,47.0,0.0,63,63,63.0,0.0,3631.921286,66.03493248,20191.33333,34926.52311,60521,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,40,33.01746624,33.01746624,47,63,53.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,66.75,47.0,63.0,40,0,0,0,0,0,0,2,94,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3543,21,52,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57692.30769,26.0,32.52691193,49,3,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,32,64,19230.76923,38461.53846,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3544,55491,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,115,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3545,53,24342,2,2,76,180,38,38,38.0,0.0,90,90,90.0,0.0,10516.80223,164.3250349,8114.0,14009.71102,24291,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,82.16251746,82.16251746,38,90,58.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,73.5,38.0,90.0,64,0,0,0,0,0,0,2,76,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3546,80,98395973,9,5,344,11595,332,0,38.22222222,110.1972978,7240,0,2319.0,3331.638186,121.3362665,0.142282246,7568921.0,27300000.0,98300000,1,98300000,12300000.0,34800000.0,98300000,1,70569,17642.25,29868.65549,62095,189,0,0,0,0,272,168,0.091467158,0.050815088,0,7240,795.9333333,2102.646376,4421121.781,0,0,0,0,1,0,0,0,0,852.7857143,38.22222222,2319.0,272,0,0,0,0,0,0,9,344,5,11595,251,235,3,20,1999.0,0.0,1999,1999,98300000.0,0.0,98300000,98300000,0
3547,51324,88,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11363.63636,11363.63636,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,495,1324,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3548,53,216,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1203703.704,18518.51852,72.0,84.07139823,166,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,40,40,9259.259259,9259.259259,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,40,0,0,0,0,0,0,2,80,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3549,80,979,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2042.900919,979.0,0.0,979,979,979,979.0,0.0,979,979,0,0.0,0.0,0,0,0,0,0,0,64,0,2042.900919,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3550,443,48,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,645833.3333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,0,0,64,0,41666.66667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3551,53,160,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1812500.0,25000.0,53.33333333,87.17989065,154,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12500.0,12500.0,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,64,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3552,53,216,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1472222.222,18518.51852,72.0,83.62415919,165,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9259.259259,9259.259259,34,125,70.4,49.84275273,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,64,0,0,0,0,0,0,2,68,2,250,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3553,80,98437747,8,7,341,11595,335,0,42.625,118.1559956,4344,0,1656.428571,1757.579003,121.2542989,0.15238057,7031267.643,26300000.0,98300000,0,98300000,14000000.0,37100000.0,98300000,0,145330,24221.66667,54086.70421,134277,2,0,0,0,0,252,232,0.081269637,0.071110933,0,4344,746.0,1389.215558,1929919.867,0,0,0,0,1,0,0,0,0,795.7333333,42.625,1656.428571,252,0,0,0,0,0,0,8,341,7,11595,251,235,2,20,3043.0,0.0,3043,3043,98300000.0,0.0,98300000,98300000,0
3554,53,253,2,2,90,172,45,45,45.0,0.0,86,86,86.0,0.0,1035573.123,15810.27668,84.33333333,62.93117934,157,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,7905.13834,7905.13834,45,86,61.4,22.45662486,504.3,0,0,0,0,0,0,0,0,1,76.75,45.0,86.0,40,0,0,0,0,0,0,2,90,2,172,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3555,443,315414,6,7,370,3788,201,0,61.66666667,83.05821252,1460,0,541.1428571,661.7178222,13182.6742,41.2156721,26284.5,33115.43061,86078,12,229493,45898.6,39546.95794,88927,579,229336,38222.66667,48597.67278,110436,66,0,0,0,0,132,152,19.02261789,22.19305421,0,1460,297.0,518.8341961,269188.9231,0,0,0,1,0,0,0,0,1,319.8461538,61.66666667,541.1428571,132,0,0,0,0,0,0,6,370,7,3788,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3556,123,66023873,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.908039036,0.060584147,22000000.0,38100000.0,66000000,23846,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000,66000000,0,0,0,0,64,64,0.030292073,0.030292073,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,27337.0,0.0,27337,27337,66000000.0,0.0,66000000,66000000,1
3557,53,109817,1,1,48,190,48,48,48.0,0.0,190,190,190.0,0.0,2167.241866,18.21211652,109817.0,0.0,109817,109817,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.106058261,9.106058261,48,190,95.33333333,81.98373822,6721.333333,0,0,0,0,0,0,0,0,1,143.0,48.0,190.0,32,0,0,0,0,0,0,1,48,1,190,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3558,53,245,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,1648979.592,16326.53061,81.66666667,137.9867143,241,2,2,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0,0,0,80,80,8163.265306,8163.265306,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,80,0,0,0,0,0,0,2,60,2,344,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,1
3559,80,98612610,7,6,372,11595,366,0,53.14285714,137.975153,5803,0,1932.5,2539.075088,121.3536484,0.131828982,8217717.5,28500000.0,98600000,1,98600000,16400000.0,40300000.0,98600000,1,922,184.4,225.1905859,538,4,0,0,0,0,220,200,0.070984837,0.060844146,0,5803,854.7857143,1851.124821,3426663.104,0,0,0,0,1,0,0,0,0,920.5384615,53.14285714,1932.5,220,0,0,0,0,0,0,7,372,6,11595,251,235,2,20,2002.0,0.0,2002,2002,98600000.0,0.0,98600000,98600000,0
3560,80,98892634,7,6,323,11595,323,0,46.14285714,122.0825248,5792,0,1932.5,2181.008184,120.514537,0.131455696,8241052.833,28500000.0,98800000,1,98800000,16500000.0,40300000.0,98800000,1,137319,27463.8,54784.67781,125031,44,0,0,0,0,232,200,0.070783836,0.06067186,0,5792,851.2857143,1667.564481,2780771.297,0,0,0,0,1,0,0,0,0,916.7692308,46.14285714,1932.5,232,0,0,0,0,0,0,7,323,6,11595,251,235,1,32,8.0,0.0,8,8,98800000.0,0.0,98800000,98800000,0
3561,53,201783,2,2,78,152,39,39,39.0,0.0,76,76,76.0,0.0,1139.838341,19.8232755,67261.0,116496.0053,201779,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,64,64,9.911637749,9.911637749,39,76,53.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,67.25,39.0,76.0,64,0,0,0,0,0,0,2,78,2,152,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3562,80,47216,3,4,440,859,440,0,146.6666667,254.0341184,859,0,214.75,429.5,27511.86039,148.2548289,7869.333333,11922.00355,23308,1,23516,11758.0,16441.64688,23384,132,23908,7969.333333,13381.16259,23418,1,0,0,0,0,104,136,63.5377838,84.71704507,0,859,162.375,320.8372696,102936.5536,0,0,0,1,0,0,0,0,1,185.5714286,146.6666667,214.75,104,0,0,0,0,0,0,3,440,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3563,80,116033447,16,14,476,2178,392,0,29.75,96.61159351,2172,0,155.5714286,580.3702683,22.87271531,0.258546141,4001153.345,4879757.975,10000000,53,116000000,7735563.133,4149916.207,10000000,243,110000000,8495931.154,3762329.718,10000000,609,0,0,0,0,332,424,0.137891275,0.120654866,0,2172,85.61290323,393.4705137,154819.0452,0,0,0,1,0,0,0,0,0,88.46666667,29.75,155.5714286,332,0,0,0,0,0,0,16,476,14,2178,8192,343,15,20,39805.54545,11294.99152,73859,36221,10000000.0,643.6154555,10000000,9999375,1
3564,53,11786345,2,2,54,54,27,27,27.0,0.0,27,27,27.0,0.0,9.163145996,0.339375778,3928781.667,6804807.889,11800000,1,47,47.0,0.0,47,47,1,1.0,0.0,1,1,0,0,0,0,40,40,0.169687889,0.169687889,27,27,27.0,0.0,0.0,0,0,0,0,0,0,0,0,1,33.75,27.0,27.0,40,0,0,0,0,0,0,2,54,2,54,-1,-1,1,20,47.0,0.0,47,47,11800000.0,0.0,11800000,11800000,1
3565,53,245,2,2,82,408,41,41,41.0,0.0,204,204,204.0,0.0,2000000.0,16326.53061,81.66666667,96.79531669,189,1,1,1.0,0.0,1,1,55,55.0,0.0,55,55,0,0,0,0,64,64,8163.265306,8163.265306,41,204,106.2,89.27877687,7970.7,0,0,0,0,0,0,0,0,1,132.75,41.0,204.0,64,0,0,0,0,0,0,2,82,2,408,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3566,80,116583183,8,5,293,11595,293,0,36.625,103.5911434,10147,0,2319.0,4420.67608,101.97011,0.111508364,9715265.25,29000000.0,101000000,1,117000000,16700000.0,37500000.0,101000000,1,5374,1343.5,1505.209952,3125,5,0,0,0,0,272,168,0.068620532,0.042887832,0,10147,849.1428571,2703.979286,7311503.978,0,0,0,0,1,0,0,0,0,914.4615385,36.625,2319.0,272,0,0,0,0,0,0,8,293,5,11595,274,235,1,32,1005.0,0.0,1005,1005,58300000.0,59800000.0,101000000,16000000,0
3567,53,65286,1,1,65,81,65,65,65.0,0.0,81,81,81.0,0.0,2236.314064,30.63443924,65286.0,0.0,65286,65286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,15.31721962,15.31721962,65,81,70.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,105.5,65.0,81.0,20,0,0,0,0,0,0,1,65,1,81,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3568,53,49980,1,1,56,109,56,56,56.0,0.0,109,109,109.0,0.0,3301.320528,40.0160064,49980.0,0.0,49980,49980,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.0080032,20.0080032,56,109,73.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,110.5,56.0,109.0,32,0,0,0,0,0,0,1,56,1,109,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3569,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3570,443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3571,39994,54,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,222222.2222,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18518.51852,18518.51852,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,24820,42390,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3572,80,958,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2087.682672,958.0,0.0,958,958,958,958.0,0.0,958,958,0,0.0,0.0,0,0,0,0,0,0,64,0,2087.682672,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3573,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3574,53,601,1,1,38,38,38,38,38.0,0.0,38,38,38.0,0.0,126455.9068,3327.787022,601.0,0.0,601,601,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1663.893511,1663.893511,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,1,57.0,38.0,38.0,32,0,0,0,0,0,0,1,38,1,38,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
3575,80,82957129,11,6,375,11595,369,0,34.09090909,111.0913629,5792,0,1932.5,2537.820147,144.2913966,0.204925125,5184820.562,20500000.0,82000000,1,83000000,8295662.2,25900000.0,82000000,1,2604,520.8,911.9532335,2148,48,0,0,0,0,356,200,0.13259861,0.072326515,0,5792,665.0,1658.953249,2752125.882,0,0,0,0,1,0,0,0,0,704.1176471,34.09090909,1932.5,356,0,0,0,0,0,0,11,375,6,11595,251,235,2,20,6271.0,0.0,6271,6271,82000000.0,0.0,82000000,82000000,0
3576,53,213,2,2,124,380,62,62,62.0,0.0,190,190,190.0,0.0,2366197.183,18779.34272,71.0,117.7794549,207,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9389.671362,9389.671362,62,190,113.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,141.5,62.0,190.0,40,0,0,0,0,0,0,2,124,2,380,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
3577,80,99173645,8,6,314,11595,308,0,39.25,108.6116937,5792,0,1932.5,2181.008184,120.0823061,0.141166537,7628741.923,27400000.0,98900000,0,99000000,14100000.0,37400000.0,98900000,0,227413,45482.6,94947.22943,215077,46,0,0,0,0,252,200,0.080666592,0.060499944,0,5792,793.9333333,1621.975624,2630804.924,0,0,0,0,1,0,0,0,0,850.6428571,39.25,1932.5,252,0,0,0,0,0,0,8,314,6,11595,251,235,2,20,6.0,0.0,6,6,98900000.0,0.0,98900000,98900000,0
3578,80,86168646,7,5,350,11595,344,0,50.0,129.6610967,7240,0,2319.0,3331.638186,138.6235081,0.139261791,7833513.273,25900000.0,86000000,1,86000000,14300000.0,35100000.0,86000000,1,197080,49270.0,80065.71267,167618,189,0,0,0,0,220,168,0.081236045,0.058025746,0,7240,918.8461538,2244.081321,5035900.974,0,0,0,0,1,0,0,0,0,995.4166667,50.0,2319.0,220,0,0,0,0,0,0,7,350,5,11595,251,235,2,20,6.0,0.0,6,6,86000000.0,0.0,86000000,86000000,0
3579,443,5838396,7,4,599,141,517,0,85.57142857,191.3085267,141,0,35.25,70.5,126.7471408,1.88407912,583839.6,1797123.901,5698112,3,5838396,973066.0,2349406.172,5768671,3,107943,35981.0,37750.4829,75284,3,0,0,0,0,232,136,1.19895944,0.68511968,0,517,61.66666667,149.2705496,22281.69697,0,0,0,1,0,0,0,0,0,67.27272727,85.57142857,35.25,232,0,0,0,0,0,0,7,599,4,141,29200,60,3,32,140281.0,0.0,140281,140281,5698112.0,0.0,5698112,5698112,1
